atc_name,concept_class_id,concept_code,name
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat; oral",ATC 5th,J05AR18,1306286_elvitegravir
Integrase inhibitors,ATC 4th,J05AJ,1306286_elvitegravir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,1306286_elvitegravir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,1306286_elvitegravir
elvitegravir; oral,ATC 5th,J05AJ02,1306286_elvitegravir
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,1306286_elvitegravir
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat; oral",ATC 5th,J05AR09,1306286_elvitegravir
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1307298_enzalutamide
HORMONE ANTAGONISTS AND RELATED AGENTS,ATC 3rd,L02B,1307298_enzalutamide
enzalutamide; oral,ATC 5th,L02BB04,1307298_enzalutamide
ENDOCRINE THERAPY,ATC 2nd,L02,1307298_enzalutamide
Anti-androgens,ATC 4th,L02BB,1307298_enzalutamide
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1307619_bosutinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1307619_bosutinib
bosutinib; oral,ATC 5th,L01EA04,1307619_bosutinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1307619_bosutinib
BCR-ABL tyrosine kinase inhibitors,ATC 4th,L01EA,1307619_bosutinib
Selective immunosuppressants,ATC 4th,L04AA,1310520_teriflunomide
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1310520_teriflunomide
teriflunomide; oral,ATC 5th,L04AK02,1310520_teriflunomide
Dihydroorotate dehydrogenase (DHODH) inhibitors,ATC 4th,L04AK,1310520_teriflunomide
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1310520_teriflunomide
[U] teriflunomide,ATC 5th,L04AA31,1310520_teriflunomide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1310520_teriflunomide
Other antithrombotic agents,ATC 4th,B01AX,1311089_defibrotide
ANTITHROMBOTIC AGENTS,ATC 2nd,B01,1311089_defibrotide
defibrotide; parenteral,ATC 5th,B01AX01,1311089_defibrotide
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,1311089_defibrotide
ANTITHROMBOTIC AGENTS,ATC 3rd,B01A,1311089_defibrotide
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1312397_regorafenib
Other protein kinase inhibitors,ATC 4th,L01EX,1312397_regorafenib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1312397_regorafenib
regorafenib; oral,ATC 5th,L01EX05,1312397_regorafenib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1312397_regorafenib
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,1313234_triheptanoin
Various alimentary tract and metabolism products,ATC 4th,A16AX,1313234_triheptanoin
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,1313234_triheptanoin
triheptanoin; oral,ATC 5th,A16AX17,1313234_triheptanoin
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1313234_triheptanoin
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,134527_nelfinavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,134527_nelfinavir
nelfinavir; oral,ATC 5th,J05AE04,134527_nelfinavir
Protease inhibitors,ATC 4th,J05AE,134527_nelfinavir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,134527_nelfinavir
Nitrogen mustard analogues,ATC 4th,L01AA,134547_bendamustine
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,134547_bendamustine
ALKYLATING AGENTS,ATC 3rd,L01A,134547_bendamustine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,134547_bendamustine
bendamustine; parenteral,ATC 5th,L01AA09,134547_bendamustine
Janus-associated kinase (JAK) inhibitors,ATC 4th,L04AF,1357536_tofacitinib
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1357536_tofacitinib
Selective immunosuppressants,ATC 4th,L04AA,1357536_tofacitinib
[U] tofacitinib,ATC 5th,L04AA29,1357536_tofacitinib
tofacitinib; oral,ATC 5th,L04AF01,1357536_tofacitinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1357536_tofacitinib
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1357536_tofacitinib
Other protein kinase inhibitors,ATC 4th,L01EX,1363268_cabozantinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1363268_cabozantinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1363268_cabozantinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1363268_cabozantinib
cabozantinib; oral,ATC 5th,L01EX07,1363268_cabozantinib
PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,ATC 2nd,H01,1364105_pasireotide
Somatostatin and analogues,ATC 4th,H01CB,1364105_pasireotide
pasireotide; parenteral,ATC 5th,H01CB05,1364105_pasireotide
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,1364105_pasireotide
HYPOTHALAMIC HORMONES,ATC 3rd,H01C,1364105_pasireotide
GENITO URINARY SYSTEM AND SEX HORMONES,ATC 1st,G,136411_sildenafil
UROLOGICALS,ATC 2nd,G04,136411_sildenafil
UROLOGICALS,ATC 3rd,G04B,136411_sildenafil
Drugs used in erectile dysfunction,ATC 4th,G04BE,136411_sildenafil
drugs used in erectile dysfunction - combinations,ATC 5th,G04BE30,136411_sildenafil
sildenafil; oral,ATC 5th,G04BE03,136411_sildenafil
sotatercept,ATC 5th,C02KX06,136411_sildenafil
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1364347_ponatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1364347_ponatinib
ponatinib; oral,ATC 5th,L01EA05,1364347_ponatinib
BCR-ABL tyrosine kinase inhibitors,ATC 4th,L01EA,1364347_ponatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1364347_ponatinib
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,1364468_teduglutide
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,1364468_teduglutide
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1364468_teduglutide
Various alimentary tract and metabolism products,ATC 4th,A16AX,1364468_teduglutide
teduglutide; parenteral,ATC 5th,A16AX08,1364468_teduglutide
Other lipid modifying agents,ATC 4th,C10AX,1364479_lomitapide
"LIPID MODIFYING AGENTS, PLAIN",ATC 3rd,C10A,1364479_lomitapide
LIPID MODIFYING AGENTS,ATC 2nd,C10,1364479_lomitapide
CARDIOVASCULAR SYSTEM,ATC 1st,C,1364479_lomitapide
lomitapide; oral,ATC 5th,C10AX12,1364479_lomitapide
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,1364504_bedaquiline
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,1364504_bedaquiline
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,1364504_bedaquiline
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,1364504_bedaquiline
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,1364504_bedaquiline
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,1364504_bedaquiline
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,1364504_bedaquiline
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,1364504_bedaquiline
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,1364504_bedaquiline
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,1364504_bedaquiline
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,1364504_bedaquiline
IRRIGATING SOLUTIONS,ATC 3rd,B05C,1364504_bedaquiline
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,1364504_bedaquiline
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,1364504_bedaquiline
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,1364504_bedaquiline
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,1364504_bedaquiline
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,1364504_bedaquiline
Antiinfectives,ATC 4th,B05CA,1364504_bedaquiline
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,1364504_bedaquiline
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,1364504_bedaquiline
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,1364504_bedaquiline
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,1364504_bedaquiline
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,1364504_bedaquiline
OTOLOGICALS,ATC 2nd,S02,1364504_bedaquiline
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,1364504_bedaquiline
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,1364504_bedaquiline
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,1364504_bedaquiline
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,1364504_bedaquiline
Other drugs for treatment of tuberculosis,ATC 4th,J04AK,1364504_bedaquiline
Antiinfectives,ATC 4th,S03AA,1364504_bedaquiline
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,1364504_bedaquiline
ANTIINFECTIVES,ATC 3rd,S03A,1364504_bedaquiline
bedaquiline; oral,ATC 5th,J04AK05,1364504_bedaquiline
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1364504_bedaquiline
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,1364504_bedaquiline
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,1364504_bedaquiline
DRUGS FOR TREATMENT OF TUBERCULOSIS,ATC 3rd,J04A,1364504_bedaquiline
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,1364504_bedaquiline
Antiinfectives,ATC 4th,S02AA,1364504_bedaquiline
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,1364504_bedaquiline
ANTIINFECTIVES,ATC 3rd,S02A,1364504_bedaquiline
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,1364504_bedaquiline
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,1364504_bedaquiline
SENSORY ORGANS,ATC 1st,S,1364504_bedaquiline
ANTIMYCOBACTERIALS,ATC 2nd,J04,1364504_bedaquiline
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,1364504_bedaquiline
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,1364504_bedaquiline
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,1364504_bedaquiline
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,1364504_bedaquiline
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,1364504_bedaquiline
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,1364504_bedaquiline
"antiinfectives, combinations; otic",ATC 5th,S02AA30,1364504_bedaquiline
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,1364504_bedaquiline
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,1368451_glycerol_phenylbutyrate
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,1368451_glycerol_phenylbutyrate
Various alimentary tract and metabolism products,ATC 4th,A16AX,1368451_glycerol_phenylbutyrate
glycerol phenylbutyrate; oral,ATC 5th,A16AX09,1368451_glycerol_phenylbutyrate
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1368451_glycerol_phenylbutyrate
pomalidomide; oral,ATC 5th,L04AX06,1369713_pomalidomide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1369713_pomalidomide
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1369713_pomalidomide
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1369713_pomalidomide
Other immunosuppressants,ATC 4th,L04AX,1369713_pomalidomide
AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,ATC 3rd,C05A,1373041_polihexanide
polihexanide; ophthalmic,ATC 5th,S01AX24,1373041_polihexanide
ANTIINFECTIVES,ATC 3rd,S01A,1373041_polihexanide
Other antiinfectives,ATC 4th,S01AX,1373041_polihexanide
SENSORY ORGANS,ATC 1st,S,1373041_polihexanide
OPHTHALMOLOGICALS,ATC 2nd,S01,1373041_polihexanide
artificial tears and other indifferent preparations; ophthalmic,ATC 5th,S01XA20,1373041_polihexanide
zinc bandage without supplements; topical,ATC 5th,D09AB01,1373041_polihexanide
ANTISEPTICS AND DISINFECTANTS,ATC 2nd,D08,1373041_polihexanide
DERMATOLOGICALS,ATC 1st,D,1373041_polihexanide
ANTISEPTICS AND DISINFECTANTS,ATC 3rd,D08A,1373041_polihexanide
"zinc preparations; rectal, topical",ATC 5th,C05AX04,1373041_polihexanide
polihexanide; topical,ATC 5th,D08AC05,1373041_polihexanide
zinc bandage with supplements; topical,ATC 5th,D09AB02,1373041_polihexanide
Other agents for treatment of hemorrhoids and anal fissures for topical use,ATC 4th,C05AX,1373041_polihexanide
Biguanides and amidines,ATC 4th,D08AC,1373041_polihexanide
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,1373041_polihexanide
DERMATOLOGICALS,ATC 1st,D,1373478_dimethyl_fumarate
ANTIPSORIATICS,ATC 2nd,D05,1373478_dimethyl_fumarate
dimethyl fumarate; oral,ATC 5th,L04AX07,1373478_dimethyl_fumarate
calcium (different salts in combination); oral,ATC 5th,A12AA20,1373478_dimethyl_fumarate
"fumaric acid derivatives, combinations; systemic",ATC 5th,D05BX51,1373478_dimethyl_fumarate
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1373478_dimethyl_fumarate
Other immunosuppressants,ATC 4th,L04AX,1373478_dimethyl_fumarate
Other antipsoriatics for systemic use,ATC 4th,D05BX,1373478_dimethyl_fumarate
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1373478_dimethyl_fumarate
ANTIPSORIATICS FOR SYSTEMIC USE,ATC 3rd,D05B,1373478_dimethyl_fumarate
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1373478_dimethyl_fumarate
OTHER DERMATOLOGICAL PREPARATIONS,ATC 3rd,D11A,13982_tiratricol
tiratricol; topical,ATC 5th,D11AX08,13982_tiratricol
tiratricol; systemic,ATC 5th,H03AA04,13982_tiratricol
Thyroid hormones,ATC 4th,H03AA,13982_tiratricol
OTHER DERMATOLOGICAL PREPARATIONS,ATC 2nd,D11,13982_tiratricol
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,13982_tiratricol
Other dermatologicals,ATC 4th,D11AX,13982_tiratricol
THYROID THERAPY,ATC 2nd,H03,13982_tiratricol
THYROID PREPARATIONS,ATC 3rd,H03A,13982_tiratricol
DERMATOLOGICALS,ATC 1st,D,13982_tiratricol
enfuvirtide; parenteral,ATC 5th,J05AX07,139896_enfuvirtide
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,139896_enfuvirtide
Other antivirals,ATC 4th,J05AX,139896_enfuvirtide
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,139896_enfuvirtide
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,139896_enfuvirtide
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,140108_caspofungin
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,140108_caspofungin
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,140108_caspofungin
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,140108_caspofungin
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 2nd,J02,140108_caspofungin
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,140108_caspofungin
SENSORY ORGANS,ATC 1st,S,140108_caspofungin
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,140108_caspofungin
Other antimycotics for systemic use,ATC 4th,J02AX,140108_caspofungin
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,140108_caspofungin
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,140108_caspofungin
Antiinfectives,ATC 4th,B05CA,140108_caspofungin
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,140108_caspofungin
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 3rd,J02A,140108_caspofungin
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,140108_caspofungin
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,140108_caspofungin
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,140108_caspofungin
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,140108_caspofungin
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,140108_caspofungin
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,140108_caspofungin
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,140108_caspofungin
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,140108_caspofungin
ANTIINFECTIVES,ATC 3rd,S02A,140108_caspofungin
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,140108_caspofungin
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,140108_caspofungin
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,140108_caspofungin
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,140108_caspofungin
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,140108_caspofungin
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,140108_caspofungin
IRRIGATING SOLUTIONS,ATC 3rd,B05C,140108_caspofungin
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,140108_caspofungin
OTOLOGICALS,ATC 2nd,S02,140108_caspofungin
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,140108_caspofungin
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,140108_caspofungin
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,140108_caspofungin
caspofungin; parenteral,ATC 5th,J02AX04,140108_caspofungin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,140108_caspofungin
Antiinfectives,ATC 4th,S02AA,140108_caspofungin
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,140108_caspofungin
"antiinfectives, combinations; otic",ATC 5th,S02AA30,140108_caspofungin
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,140108_caspofungin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,140108_caspofungin
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,140108_caspofungin
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,140108_caspofungin
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,140108_caspofungin
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,140108_caspofungin
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,140108_caspofungin
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,140108_caspofungin
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,140108_caspofungin
ANTIINFECTIVES,ATC 3rd,S03A,140108_caspofungin
Antiinfectives,ATC 4th,S03AA,140108_caspofungin
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,140108_caspofungin
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,140108_caspofungin
Mammalian target of rapamycin (mTOR) kinase inhibitors,ATC 4th,L01EG,141704_everolimus
IMMUNOSUPPRESSANTS,ATC 2nd,L04,141704_everolimus
[U] everolimus,ATC 5th,L04AA18,141704_everolimus
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,141704_everolimus
everolimus; oral,ATC 5th,L04AH02,141704_everolimus
Mammalian target of rapamycin (mTOR) kinase inhibitors,ATC 4th,L04AH,141704_everolimus
everolimus; oral,ATC 5th,L01EG02,141704_everolimus
Selective immunosuppressants,ATC 4th,L04AA,141704_everolimus
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,141704_everolimus
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,141704_everolimus
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,141704_everolimus
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1424911_dabrafenib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1424911_dabrafenib
dabrafenib; oral,ATC 5th,L01EC02,1424911_dabrafenib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1424911_dabrafenib
B-Raf serine-threonine kinase (BRAF) inhibitors,ATC 4th,L01EC,1424911_dabrafenib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1425099_trametinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1425099_trametinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1425099_trametinib
Mitogen-activated protein kinase (MEK) inhibitors,ATC 4th,L01EE,1425099_trametinib
trametinib; oral,ATC 5th,L01EE01,1425099_trametinib
PARATHYROID HORMONES AND ANALOGUES,ATC 3rd,H05A,1427222_parathyroid_hormone
Parathyroid hormones and analogues,ATC 4th,H05AA,1427222_parathyroid_hormone
CALCIUM HOMEOSTASIS,ATC 2nd,H05,1427222_parathyroid_hormone
parathyroid hormone; parenteral,ATC 5th,H05AA03,1427222_parathyroid_hormone
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,1427222_parathyroid_hormone
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1430438_afatinib
afatinib; oral,ATC 5th,L01EB03,1430438_afatinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1430438_afatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1430438_afatinib
Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,ATC 4th,L01EB,1430438_afatinib
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,1433868_dolutegravir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1433868_dolutegravir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,1433868_dolutegravir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,1433868_dolutegravir
lamivudine and dolutegravir; oral,ATC 5th,J05AR25,1433868_dolutegravir
"lamivudine, tenofovir disoproxil and dolutegravir; oral",ATC 5th,J05AR27,1433868_dolutegravir
dolutegravir; oral,ATC 5th,J05AJ03,1433868_dolutegravir
Integrase inhibitors,ATC 4th,J05AJ,1433868_dolutegravir
dolutegravir and rilpivirine; systemic,ATC 5th,J05AR21,1433868_dolutegravir
"lamivudine, abacavir and dolutegravir; systemic",ATC 5th,J05AR13,1433868_dolutegravir
Antihypertensives for pulmonary arterial hypertension,ATC 4th,C02KX,1439816_riociguat
riociguat; oral,ATC 5th,C02KX05,1439816_riociguat
ANTIHYPERTENSIVES,ATC 2nd,C02,1439816_riociguat
CARDIOVASCULAR SYSTEM,ATC 1st,C,1439816_riociguat
OTHER ANTIHYPERTENSIVES,ATC 3rd,C02K,1439816_riociguat
"papaverine, combinations; systemic",ATC 5th,G04BE52,1440856_cholic_acid
BILE THERAPY,ATC 3rd,A05A,1440856_cholic_acid
Bile acids and derivatives,ATC 4th,A05AA,1440856_cholic_acid
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1440856_cholic_acid
BILE AND LIVER THERAPY,ATC 2nd,A05,1440856_cholic_acid
cholic acid; oral,ATC 5th,A05AA03,1440856_cholic_acid
macitentan; oral,ATC 5th,C02KX04,1442132_macitentan
macitentan and tadalafil; oral,ATC 5th,C02KX54,1442132_macitentan
ANTIHYPERTENSIVES,ATC 2nd,C02,1442132_macitentan
Antihypertensives for pulmonary arterial hypertension,ATC 4th,C02KX,1442132_macitentan
OTHER ANTIHYPERTENSIVES,ATC 3rd,C02K,1442132_macitentan
CARDIOVASCULAR SYSTEM,ATC 1st,C,1442132_macitentan
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1442981_ibrutinib
Bruton's tyrosine kinase (BTK) inhibitors,ATC 4th,L01EL,1442981_ibrutinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1442981_ibrutinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1442981_ibrutinib
ibrutinib; oral,ATC 5th,L01EL01,1442981_ibrutinib
ALL OTHER THERAPEUTIC PRODUCTS,ATC 2nd,V03,1484283_sucroferric_oxyhydroxide
Drugs for treatment of hyperkalemia and hyperphosphatemia,ATC 4th,V03AE,1484283_sucroferric_oxyhydroxide
VARIOUS,ATC 1st,V,1484283_sucroferric_oxyhydroxide
sucroferric oxyhydroxide; oral,ATC 5th,V03AE05,1484283_sucroferric_oxyhydroxide
ALL OTHER THERAPEUTIC PRODUCTS,ATC 3rd,V03A,1484283_sucroferric_oxyhydroxide
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,1484911_sofosbuvir
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,1484911_sofosbuvir
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,1484911_sofosbuvir
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,1484911_sofosbuvir
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,1484911_sofosbuvir
"sofosbuvir, velpatasvir and voxilaprevir; systemic",ATC 5th,J05AP56,1484911_sofosbuvir
sofosbuvir; oral,ATC 5th,J05AP08,1484911_sofosbuvir
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,1484911_sofosbuvir
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,1484911_sofosbuvir
ANTIINFECTIVES,ATC 3rd,S02A,1484911_sofosbuvir
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,1484911_sofosbuvir
"antiinfectives, combinations; otic",ATC 5th,S02AA30,1484911_sofosbuvir
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,1484911_sofosbuvir
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,1484911_sofosbuvir
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,1484911_sofosbuvir
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,1484911_sofosbuvir
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,1484911_sofosbuvir
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,1484911_sofosbuvir
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,1484911_sofosbuvir
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,1484911_sofosbuvir
