atc_name,concept_class_id,concept_code,name
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,cetuximab
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,chenodeoxycholate
Bile acids and derivatives,ATC 4th,A05AA,chenodeoxycholate
BILE AND LIVER THERAPY,ATC 2nd,A05,chenodeoxycholate
BILE THERAPY,ATC 3rd,A05A,chenodeoxycholate
chenodeoxycholic acid; oral,ATC 5th,A05AA01,chenodeoxycholate
ursodeoxycholic acid; oral,ATC 5th,A05AA02,chenodeoxycholate
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,cholic_acid
"Alkaloids, excl. rauwolfia",ATC 4th,C02KA,cholic_acid
ANTIHYPERTENSIVES,ATC 2nd,C02,cholic_acid
atropine; systemic,ATC 5th,A03BA01,cholic_acid
"Belladonna alkaloids, semisynthetic, quaternary ammonium compounds",ATC 4th,A03BB,cholic_acid
"Belladonna alkaloids, tertiary amines",ATC 4th,A03BA,cholic_acid
"BELLADONNA AND DERIVATIVES, PLAIN",ATC 3rd,A03B,cholic_acid
Bile acids and derivatives,ATC 4th,A05AA,cholic_acid
BILE AND LIVER THERAPY,ATC 2nd,A05,cholic_acid
BILE THERAPY,ATC 3rd,A05A,cholic_acid
CARDIOVASCULAR SYSTEM,ATC 1st,C,cholic_acid
cholic acid; oral,ATC 5th,A05AA03,cholic_acid
DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ATC 2nd,A03,cholic_acid
DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,ATC 3rd,A03A,cholic_acid
Drugs used in erectile dysfunction,ATC 4th,G04BE,cholic_acid
GENITO URINARY SYSTEM AND SEX HORMONES,ATC 1st,G,cholic_acid
methylatropine; oral,ATC 5th,A03BB02,cholic_acid
OTHER ANTIHYPERTENSIVES,ATC 3rd,C02K,cholic_acid
Papaverine and derivatives,ATC 4th,A03AD,cholic_acid
"papaverine, combinations; systemic",ATC 5th,G04BE52,cholic_acid
papaverine; systemic,ATC 5th,A03AD01,cholic_acid
UROLOGICALS,ATC 2nd,G04,cholic_acid
UROLOGICALS,ATC 3rd,G04B,cholic_acid
veratrum; systemic,ATC 5th,C02KA01,cholic_acid
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,ciltacabtagene_autoleucel
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,ciltacabtagene_autoleucel
Antineoplastic cell and gene therapy,ATC 4th,L01XL,ciltacabtagene_autoleucel
ciltacabtagene autoleucel; parenteral,ATC 5th,L01XL05,ciltacabtagene_autoleucel
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,ciltacabtagene_autoleucel
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,cipaglucosidase_alfa
cipaglucosidase alfa; parenteral,ATC 5th,A16AB23,cipaglucosidase_alfa
Enzymes,ATC 4th,A16AB,cipaglucosidase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,cipaglucosidase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,cipaglucosidase_alfa
ANTIMETABOLITES,ATC 3rd,L01B,cladribine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,cladribine
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,cladribine
cladribine; oral,ATC 5th,L04AA40,cladribine
cladribine; systemic,ATC 5th,L01BB04,cladribine
IMMUNOSUPPRESSANTS,ATC 2nd,L04,cladribine
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,cladribine
Purine analogues,ATC 4th,L01BB,cladribine
Selective immunosuppressants,ATC 4th,L04AA,cladribine
ANTIMETABOLITES,ATC 3rd,L01B,clofarabine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,clofarabine
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,clofarabine
clofarabine; parenteral,ATC 5th,L01BB06,clofarabine
Purine analogues,ATC 4th,L01BB,clofarabine
ANTIHEMORRHAGICS,ATC 2nd,B02,coagulation_factor_ix_recombinant_immunoglobulin_g1_fusion_protein
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,coagulation_factor_ix_recombinant_immunoglobulin_g1_fusion_protein
Blood coagulation factors,ATC 4th,B02BD,coagulation_factor_ix_recombinant_immunoglobulin_g1_fusion_protein
coagulation factor IX; parenteral,ATC 5th,B02BD04,coagulation_factor_ix_recombinant_immunoglobulin_g1_fusion_protein
VITAMIN K AND OTHER HEMOSTATICS,ATC 3rd,B02B,coagulation_factor_ix_recombinant_immunoglobulin_g1_fusion_protein
ALL OTHER THERAPEUTIC PRODUCTS,ATC 2nd,V03,cobicistat
ALL OTHER THERAPEUTIC PRODUCTS,ATC 3rd,V03A,cobicistat
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,cobicistat
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,cobicistat
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,cobicistat
atazanavir and cobicistat; systemic,ATC 5th,J05AR15,cobicistat
cobicistat; oral,ATC 5th,V03AX03,cobicistat
darunavir and cobicistat; oral,ATC 5th,J05AR14,cobicistat
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,cobicistat
elvitegravir; oral,ATC 5th,J05AJ02,cobicistat
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat; oral",ATC 5th,J05AR22,cobicistat
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat; oral",ATC 5th,J05AR18,cobicistat
"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat; oral",ATC 5th,J05AR09,cobicistat
emtricitabine; oral,ATC 5th,J05AF09,cobicistat
Integrase inhibitors,ATC 4th,J05AJ,cobicistat
Nucleoside and nucleotide reverse transcriptase inhibitors,ATC 4th,J05AF,cobicistat
Other therapeutic products,ATC 4th,V03AX,cobicistat
tenofovir disoproxil and emtricitabine; oral,ATC 5th,J05AR03,cobicistat
tenofovir disoproxil; oral,ATC 5th,J05AF07,cobicistat
VARIOUS,ATC 1st,V,cobicistat
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,cobimetinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,cobimetinib
cobimetinib; oral,ATC 5th,L01EE02,cobimetinib
Mitogen-activated protein kinase (MEK) inhibitors,ATC 4th,L01EE,cobimetinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,cobimetinib
ALL OTHER THERAPEUTIC PRODUCTS,ATC 2nd,V03,colestilan
ALL OTHER THERAPEUTIC PRODUCTS,ATC 3rd,V03A,colestilan
colestilan; oral,ATC 5th,V03AE06,colestilan
Drugs for treatment of hyperkalemia and hyperphosphatemia,ATC 4th,V03AE,colestilan
VARIOUS,ATC 1st,V,colestilan
AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE,ATC 3rd,C05A,colistin
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,colistin
ANTI-ACNE PREPARATIONS,ATC 2nd,D10,colistin
ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ATC 3rd,D10A,colistin
ANTIBACTERIALS FOR SYSTEMIC USE,ATC 2nd,J01,colistin
Antibiotics,ATC 4th,A07AA,colistin
Antibiotics,ATC 4th,S01AA,colistin
ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ATC 2nd,D06,colistin
ANTIBIOTICS FOR TOPICAL USE,ATC 3rd,D06A,colistin
antibiotics in combination with other drugs; ophthalmic,ATC 5th,S01AA20,colistin
"ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS",ATC 2nd,A07,colistin
ANTIINFECTIVES,ATC 3rd,S01A,colistin
ANTIINFECTIVES,ATC 3rd,S02A,colistin
ANTIINFECTIVES,ATC 3rd,S03A,colistin
Antiinfectives,ATC 4th,B05CA,colistin
Antiinfectives,ATC 4th,S02AA,colistin
Antiinfectives,ATC 4th,S03AA,colistin
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,colistin
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,colistin
Antiinfectives for treatment of acne,ATC 4th,D10AF,colistin
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,colistin
"antiinfectives, combinations; otic",ATC 5th,S02AA30,colistin
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,colistin
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,colistin
beclometasone and antibiotics; topical,ATC 5th,D07CC04,colistin
betamethasone and antibiotics; topical,ATC 5th,D07CC01,colistin
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,colistin
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,colistin
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,colistin
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,colistin
CARDIOVASCULAR SYSTEM,ATC 1st,C,colistin
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,colistin
clobetasol and antibiotics; topical,ATC 5th,D07CD01,colistin
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,colistin
"colistin; inhalant, parenteral",ATC 5th,J01XB01,colistin
colistin; oral,ATC 5th,A07AA10,colistin
combinations of different antibiotics; ophthalmic,ATC 5th,S01AA30,colistin
combinations of imidazole derivatives; vaginal,ATC 5th,G01AF20,colistin
Corticosteroids,ATC 4th,C05AA,colistin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,colistin
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,colistin
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,colistin
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,colistin
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,colistin
"CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS",ATC 3rd,D07C,colistin
"CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS",ATC 2nd,D07,colistin
"Corticosteroids, moderately potent (group II)",ATC 4th,D07AB,colistin
"Corticosteroids, moderately potent, combinations with antibiotics",ATC 4th,D07CB,colistin
"CORTICOSTEROIDS, PLAIN",ATC 3rd,D07A,colistin
"Corticosteroids, potent (group III)",ATC 4th,D07AC,colistin
"Corticosteroids, potent, combinations with antibiotics",ATC 4th,D07CC,colistin
"Corticosteroids, very potent, combinations with antibiotics",ATC 4th,D07CD,colistin
"Corticosteroids, weak (group I)",ATC 4th,D07AA,colistin
"Corticosteroids, weak, combinations with antibiotics",ATC 4th,D07CA,colistin
DERMATOLOGICALS,ATC 1st,D,colistin
dexamethasone and antibiotics; topical,ATC 5th,D07CB04,colistin
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,colistin
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,colistin
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,colistin
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,colistin
"erythromycin, combinations; topical",ATC 5th,D10AF52,colistin
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,colistin
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,colistin
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,colistin
fludroxycortide and antibiotics; topical,ATC 5th,D07CC03,colistin
flumetasone and antibiotics; topical,ATC 5th,D07CB05,colistin
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,colistin
fluocinolone acetonide and antibiotics; topical,ATC 5th,D07CC02,colistin
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,colistin
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,colistin
fluocinonide and antibiotics; topical,ATC 5th,D07CC05,colistin
fluocortolone and antibiotics; topical,ATC 5th,D07CC06,colistin
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,colistin
fluorometholone and antibiotics; topical,ATC 5th,D07CB03,colistin
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,colistin
fluprednidene and antibiotics; topical,ATC 5th,D07CB02,colistin
hydrocortisone aceponate; topical,ATC 5th,D07AC16,colistin
hydrocortisone and antibiotics; topical,ATC 5th,D07CA01,colistin
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,colistin
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,colistin
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,colistin
hydrocortisone buteprate; topical,ATC 5th,D07AB11,colistin
hydrocortisone butyrate; topical,ATC 5th,D07AB02,colistin
"hydrocortisone; rectal, topical",ATC 5th,C05AA01,colistin
hydrocortisone; topical,ATC 5th,D07AA02,colistin
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,colistin
INTESTINAL ANTIINFECTIVES,ATC 3rd,A07A,colistin
IRRIGATING SOLUTIONS,ATC 3rd,B05C,colistin
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,colistin
methylprednisolone and antibiotics; topical,ATC 5th,D07CA02,colistin
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,colistin
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,colistin
neomycin; topical,ATC 5th,D06AX04,colistin
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,colistin
OPHTHALMOLOGICALS,ATC 2nd,S01,colistin
OTHER ANTIBACTERIALS,ATC 3rd,J01X,colistin
Other antibiotics for topical use,ATC 4th,D06AX,colistin
OTOLOGICALS,ATC 2nd,S02,colistin
Polymyxins,ATC 4th,J01XB,colistin
prednisolone and antibiotics; topical,ATC 5th,D07CA03,colistin
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,colistin
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,colistin
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,colistin
SENSORY ORGANS,ATC 1st,S,colistin
triamcinolone and antibiotics; topical,ATC 5th,D07CB01,colistin
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,colistin
VASOPROTECTIVES,ATC 2nd,C05,colistin
ANTI-ACNE PREPARATIONS,ATC 2nd,D10,collagenase
ANTI-ACNE PREPARATIONS FOR TOPICAL USE,ATC 3rd,D10A,collagenase
Antibiotics,ATC 4th,G01AA,collagenase
ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,ATC 2nd,D06,collagenase
ANTIBIOTICS FOR TOPICAL USE,ATC 3rd,D06A,collagenase
"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",ATC 3rd,G01A,collagenase
Antiinfectives for treatment of acne,ATC 4th,D10AF,collagenase
chloramphenicol; topical,ATC 5th,D06AX02,collagenase
chloramphenicol; topical,ATC 5th,D10AF03,collagenase
chloramphenicol; vaginal,ATC 5th,G01AA05,collagenase
"collagenase, combinations; topical",ATC 5th,D03BA52,collagenase
collagenase; topical,ATC 5th,D03BA02,collagenase
DERMATOLOGICALS,ATC 1st,D,collagenase
ENZYMES,ATC 3rd,D03B,collagenase
GENITO URINARY SYSTEM AND SEX HORMONES,ATC 1st,G,collagenase
GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,ATC 2nd,G01,collagenase
Other antibiotics for topical use,ATC 4th,D06AX,collagenase
PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ATC 2nd,D03,collagenase
Proteolytic enzymes,ATC 4th,D03BA,collagenase
ANTIHEMORRHAGICS,ATC 2nd,B02,concizumab
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,concizumab
concizumab; parenteral,ATC 5th,B02BX10,concizumab
Other systemic hemostatics,ATC 4th,B02BX,concizumab
VITAMIN K AND OTHER HEMOSTATICS,ATC 3rd,B02B,concizumab
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,conestat_alfa
conestat alfa; parenteral,ATC 5th,B06AC04,conestat_alfa
Drugs used in hereditary angioedema,ATC 4th,B06AC,conestat_alfa
OTHER HEMATOLOGICAL AGENTS,ATC 2nd,B06,conestat_alfa
OTHER HEMATOLOGICAL AGENTS,ATC 3rd,B06A,conestat_alfa
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,copanlisib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,copanlisib
copanlisib; oral,ATC 5th,L01EM02,copanlisib
Phosphatidylinositol-3-kinase (Pi3K) inhibitors,ATC 4th,L01EM,copanlisib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,copanlisib
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,crizanlizumab
"crizanlizumab; systemic, topical",ATC 5th,B06AX01,crizanlizumab
OTHER HEMATOLOGICAL AGENTS,ATC 2nd,B06,crizanlizumab
OTHER HEMATOLOGICAL AGENTS,ATC 3rd,B06A,crizanlizumab
Other hematological agents,ATC 4th,B06AX,crizanlizumab
Anaplastic lymphoma kinase (ALK) inhibitors,ATC 4th,L01ED,crizotinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,crizotinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,crizotinib
crizotinib; oral,ATC 5th,L01ED01,crizotinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,crizotinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,cyclosporine
Calcineurin inhibitors,ATC 4th,L04AD,cyclosporine
ciclosporin; ophthalmic,ATC 5th,S01XA18,cyclosporine
ciclosporin; systemic,ATC 5th,L04AD01,cyclosporine
IMMUNOSUPPRESSANTS,ATC 2nd,L04,cyclosporine
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,cyclosporine
OPHTHALMOLOGICALS,ATC 2nd,S01,cyclosporine
OTHER OPHTHALMOLOGICALS,ATC 3rd,S01X,cyclosporine
Other ophthalmologicals,ATC 4th,S01XA,cyclosporine
SENSORY ORGANS,ATC 1st,S,cyclosporine
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,cysteamine
Amino acids and derivatives,ATC 4th,A16AA,cysteamine
mercaptamine; ophthalmic,ATC 5th,S01XA21,cysteamine
mercaptamine; oral,ATC 5th,A16AA04,cysteamine
OPHTHALMOLOGICALS,ATC 2nd,S01,cysteamine
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,cysteamine
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,cysteamine
OTHER OPHTHALMOLOGICALS,ATC 3rd,S01X,cysteamine
Other ophthalmologicals,ATC 4th,S01XA,cysteamine
SENSORY ORGANS,ATC 1st,S,cysteamine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,dabrafenib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,dabrafenib
B-Raf serine-threonine kinase (BRAF) inhibitors,ATC 4th,L01EC,dabrafenib
dabrafenib; oral,ATC 5th,L01EC02,dabrafenib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,dabrafenib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,dacomitinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,dacomitinib
dacomitinib; oral,ATC 5th,L01EB07,dacomitinib
Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,ATC 4th,L01EB,dacomitinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,dacomitinib
fampridine; oral,ATC 5th,N07XX07,dalfampridine
NERVOUS SYSTEM,ATC 1st,N,dalfampridine
OTHER NERVOUS SYSTEM DRUGS,ATC 2nd,N07,dalfampridine
OTHER NERVOUS SYSTEM DRUGS,ATC 3rd,N07X,dalfampridine
Other nervous system drugs,ATC 4th,N07XX,dalfampridine
[U] daratumumab; parenteral,ATC 5th,L01XC24,daratumumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,daratumumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,daratumumab
CD38 (Clusters of Differentiation 38) inhibitors,ATC 4th,L01FC,daratumumab
daratumumab; parenteral,ATC 5th,L01FC01,daratumumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,daratumumab
ANTIANEMIC PREPARATIONS,ATC 2nd,B03,darbepoetin_alfa
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,darbepoetin_alfa
darbepoetin alfa; parenteral,ATC 5th,B03XA02,darbepoetin_alfa
OTHER ANTIANEMIC PREPARATIONS,ATC 3rd,B03X,darbepoetin_alfa
Other antianemic preparations,ATC 4th,B03XA,darbepoetin_alfa
Anti-androgens,ATC 4th,L02BB,darolutamide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,darolutamide
darolutamide; oral,ATC 5th,L02BB06,darolutamide
ENDOCRINE THERAPY,ATC 2nd,L02,darolutamide
HORMONE ANTAGONISTS AND RELATED AGENTS,ATC 3rd,L02B,darolutamide
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,darunavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,darunavir
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,darunavir
darunavir and cobicistat; oral,ATC 5th,J05AR14,darunavir
darunavir and ritonavir; oral,ATC 5th,J05AR26,darunavir
darunavir; oral,ATC 5th,J05AE10,darunavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,darunavir
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat; oral",ATC 5th,J05AR22,darunavir
Protease inhibitors,ATC 4th,J05AE,darunavir
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,darvadstrocel
darvadstrocel; parenteral,ATC 5th,L04AX08,darvadstrocel
IMMUNOSUPPRESSANTS,ATC 2nd,L04,darvadstrocel
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,darvadstrocel
Other immunosuppressants,ATC 4th,L04AX,darvadstrocel
ANTIINFECTIVES,ATC 3rd,S02A,dasabuvir
ANTIINFECTIVES,ATC 3rd,S03A,dasabuvir
Antiinfectives,ATC 4th,B05CA,dasabuvir
Antiinfectives,ATC 4th,S02AA,dasabuvir
Antiinfectives,ATC 4th,S03AA,dasabuvir
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,dasabuvir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,dasabuvir
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,dasabuvir
"antiinfectives, combinations; otic",ATC 5th,S02AA30,dasabuvir
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,dasabuvir
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,dasabuvir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,dasabuvir
Antivirals for treatment of HCV infections,ATC 4th,J05AP,dasabuvir
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,dasabuvir
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,dasabuvir
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,dasabuvir
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,dasabuvir
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,dasabuvir
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,dasabuvir
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,dasabuvir
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,dasabuvir
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,dasabuvir
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,dasabuvir
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,dasabuvir
"dasabuvir, ombitasvir, paritaprevir and ritonavir; systemic",ATC 5th,J05AP52,dasabuvir
dasabuvir; oral,ATC 5th,J05AP09,dasabuvir
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,dasabuvir
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,dasabuvir
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,dasabuvir
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,dasabuvir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,dasabuvir
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,dasabuvir
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,dasabuvir
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,dasabuvir
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,dasabuvir
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,dasabuvir
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,dasabuvir
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,dasabuvir
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,dasabuvir
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,dasabuvir
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,dasabuvir
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,dasabuvir
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,dasabuvir
IRRIGATING SOLUTIONS,ATC 3rd,B05C,dasabuvir
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,dasabuvir
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,dasabuvir
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,dasabuvir
"ombitasvir, paritaprevir and ritonavir; oral",ATC 5th,J05AP53,dasabuvir
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,dasabuvir
OTOLOGICALS,ATC 2nd,S02,dasabuvir
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,dasabuvir
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,dasabuvir
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,dasabuvir
"ribavirin; inhalant, oral",ATC 5th,J05AP01,dasabuvir
SENSORY ORGANS,ATC 1st,S,dasabuvir
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,dasabuvir
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,dasatinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,dasatinib
BCR-ABL tyrosine kinase inhibitors,ATC 4th,L01EA,dasatinib
dasatinib; oral,ATC 5th,L01EA02,dasatinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,dasatinib
ANTIMETABOLITES,ATC 3rd,L01B,decitabine
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,decitabine
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,decitabine
"decitabine, combinations; oral",ATC 5th,L01BC58,decitabine
decitabine; systemic,ATC 5th,L01BC08,decitabine
Pyrimidine analogues,ATC 4th,L01BC,decitabine
ALL OTHER THERAPEUTIC PRODUCTS,ATC 2nd,V03,deferasirox
ALL OTHER THERAPEUTIC PRODUCTS,ATC 3rd,V03A,deferasirox
