atc_name,concept_class_id,concept_code,name
trabectedin; parenteral,ATC 5th,L01CX01,1716278_trabectedin
asfotase alfa; parenteral,ATC 5th,A16AB13,1720259_asfotase_alfa
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1720259_asfotase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,1720259_asfotase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,1720259_asfotase_alfa
Enzymes,ATC 4th,A16AB,1720259_asfotase_alfa
mepolizumab; parenteral,ATC 5th,R03DX09,1720597_mepolizumab
DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 2nd,R03,1720597_mepolizumab
"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",ATC 4th,R03AK,1720597_mepolizumab
epinephrine and other drugs for obstructive airway diseases,ATC 5th,R03AK01,1720597_mepolizumab
isoprenaline and other drugs for obstructive airway diseases; inhalant,ATC 5th,R03AK02,1720597_mepolizumab
OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 3rd,R03D,1720597_mepolizumab
Other systemic drugs for obstructive airway diseases,ATC 4th,R03DX,1720597_mepolizumab
RESPIRATORY SYSTEM,ATC 1st,R,1720597_mepolizumab
isavuconazole; systemic,ATC 5th,J02AC05,1720882_isavuconazole
DERMATOLOGICALS,ATC 1st,D,1720882_isavuconazole
ANTIFUNGALS FOR DERMATOLOGICAL USE,ATC 2nd,D01,1720882_isavuconazole
ANTIFUNGALS FOR TOPICAL USE,ATC 3rd,D01A,1720882_isavuconazole
Imidazole and triazole derivatives,ATC 4th,D01AC,1720882_isavuconazole
imidazoles/triazoles in combination with corticosteroids; topical,ATC 5th,D01AC20,1720882_isavuconazole
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1720882_isavuconazole
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 2nd,J02,1720882_isavuconazole
ANTIMYCOTICS FOR SYSTEMIC USE,ATC 3rd,J02A,1720882_isavuconazole
Triazole and tetrazole derivatives,ATC 4th,J02AC,1720882_isavuconazole
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1721560_osimertinib
Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,ATC 4th,L01EB,1721560_osimertinib
osimertinib; oral,ATC 5th,L01EB04,1721560_osimertinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1721560_osimertinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1721560_osimertinib
tenofovir alafenamide; oral,ATC 5th,J05AF13,1721603_tenofovir_alafenamide
"emtricitabine, tenofovir alafenamide and bictegravir; systemic",ATC 5th,J05AR20,1721603_tenofovir_alafenamide
"emtricitabine, tenofovir alafenamide, darunavir and cobicistat; oral",ATC 5th,J05AR22,1721603_tenofovir_alafenamide
"emtricitabine, tenofovir alafenamide and rilpivirine; systemic",ATC 5th,J05AR19,1721603_tenofovir_alafenamide
emtricitabine and tenofovir alafenamide; oral,ATC 5th,J05AR17,1721603_tenofovir_alafenamide
"emtricitabine, tenofovir alafenamide, elvitegravir and cobicistat; oral",ATC 5th,J05AR18,1721603_tenofovir_alafenamide
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1721603_tenofovir_alafenamide
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,1721603_tenofovir_alafenamide
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,1721603_tenofovir_alafenamide
Nucleoside and nucleotide reverse transcriptase inhibitors,ATC 4th,J05AF,1721603_tenofovir_alafenamide
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,1721603_tenofovir_alafenamide
CD38 (Clusters of Differentiation 38) inhibitors,ATC 4th,L01FC,1721947_daratumumab
daratumumab; parenteral,ATC 5th,L01FC01,1721947_daratumumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,1721947_daratumumab
[U] daratumumab; parenteral,ATC 5th,L01XC24,1721947_daratumumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1721947_daratumumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1721947_daratumumab
cobimetinib; oral,ATC 5th,L01EE02,1722365_cobimetinib
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1722365_cobimetinib
Mitogen-activated protein kinase (MEK) inhibitors,ATC 4th,L01EE,1722365_cobimetinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1722365_cobimetinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1722365_cobimetinib
Proteasome inhibitors,ATC 4th,L01XG,1723735_ixazomib
ixazomib; oral,ATC 5th,L01XG03,1723735_ixazomib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1723735_ixazomib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1723735_ixazomib
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,1723735_ixazomib
EGFR (Epidermal Growth Factor Receptor) inhibitors,ATC 4th,L01FE,1723738_necitumumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,1723738_necitumumab
necitumumab; parenteral,ATC 5th,L01FE03,1723738_necitumumab
[U] necitumumab,ATC 5th,L01XC22,1723738_necitumumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1723738_necitumumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1723738_necitumumab
elotuzumab; parenteral,ATC 5th,L01FX08,1726104_elotuzumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,1726104_elotuzumab
Other monoclonal antibodies and antibody drug conjugates,ATC 4th,L01FX,1726104_elotuzumab
[U] elotuzumab,ATC 5th,L01XC23,1726104_elotuzumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1726104_elotuzumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1726104_elotuzumab
sebelipase alfa; parenteral,ATC 5th,A16AB14,1726975_sebelipase_alfa
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1726975_sebelipase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,1726975_sebelipase_alfa
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,1726975_sebelipase_alfa
Enzymes,ATC 4th,A16AB,1726975_sebelipase_alfa
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1727455_alectinib
alectinib; oral,ATC 5th,L01ED03,1727455_alectinib
Anaplastic lymphoma kinase (ALK) inhibitors,ATC 4th,L01ED,1727455_alectinib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1727455_alectinib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1727455_alectinib
selexipag; oral,ATC 5th,B01AC27,1729002_selexipag
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,1729002_selexipag
ANTITHROMBOTIC AGENTS,ATC 2nd,B01,1729002_selexipag
ANTITHROMBOTIC AGENTS,ATC 3rd,B01A,1729002_selexipag
Platelet aggregation inhibitors excl. heparin,ATC 4th,B01AC,1729002_selexipag
platelet aggregation inhibitors excl. heparin - combinations,ATC 5th,B01AC30,1729002_selexipag
elbasvir; oral,ATC 5th,J05AP10,1734628_elbasvir
loteprednol and antiinfectives; ophthalmic,ATC 5th,S01CA12,1734628_elbasvir
"methylprednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA07,1734628_elbasvir
Antivirals for treatment of HCV infections,ATC 4th,J05AP,1734628_elbasvir
elbasvir and grazoprevir; systemic,ATC 5th,J05AP54,1734628_elbasvir
BLOOD AND BLOOD FORMING ORGANS,ATC 1st,B,1734628_elbasvir
BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,ATC 2nd,B05,1734628_elbasvir
IRRIGATING SOLUTIONS,ATC 3rd,B05C,1734628_elbasvir
Antiinfectives,ATC 4th,B05CA,1734628_elbasvir
antiinfectives - combinations; irrigating solution,ATC 5th,B05CA10,1734628_elbasvir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1734628_elbasvir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,1734628_elbasvir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,1734628_elbasvir
SENSORY ORGANS,ATC 1st,S,1734628_elbasvir
ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S01C,1734628_elbasvir
Corticosteroids and antiinfectives in combination,ATC 4th,S01CA,1734628_elbasvir
dexamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA01,1734628_elbasvir
prednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA02,1734628_elbasvir
hydrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA03,1734628_elbasvir
fluocortolone and antiinfectives; ophthalmic,ATC 5th,S01CA04,1734628_elbasvir
betamethasone and antiinfectives; ophthalmic,ATC 5th,S01CA05,1734628_elbasvir
fludrocortisone and antiinfectives; ophthalmic,ATC 5th,S01CA06,1734628_elbasvir
fluorometholone and antiinfectives; ophthalmic,ATC 5th,S01CA07,1734628_elbasvir
methylprednisolone and antiinfectives; ophthalmic,ATC 5th,S01CA08,1734628_elbasvir
chloroprednisone and antiinfectives; ophthalmic,ATC 5th,S01CA09,1734628_elbasvir
fluocinolone acetonide and antiinfectives; ophthalmic,ATC 5th,S01CA10,1734628_elbasvir
clobetasone and antiinfectives; ophthalmic,ATC 5th,S01CA11,1734628_elbasvir
"Antiinflammatory agents, non-steroids and antiinfectives in combination",ATC 4th,S01CC,1734628_elbasvir
diclofenac and antiinfectives; ophthalmic,ATC 5th,S01CC01,1734628_elbasvir
OTOLOGICALS,ATC 2nd,S02,1734628_elbasvir
ANTIINFECTIVES,ATC 3rd,S02A,1734628_elbasvir
Antiinfectives,ATC 4th,S02AA,1734628_elbasvir
"antiinfectives, combinations; otic",ATC 5th,S02AA30,1734628_elbasvir
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S02C,1734628_elbasvir
Corticosteroids and antiinfectives in combination,ATC 4th,S02CA,1734628_elbasvir
prednisolone and antiinfectives; otic,ATC 5th,S02CA01,1734628_elbasvir
flumetasone and antiinfectives; otic,ATC 5th,S02CA02,1734628_elbasvir
hydrocortisone and antiinfectives; otic,ATC 5th,S02CA03,1734628_elbasvir
triamcinolone and antiinfectives; otic,ATC 5th,S02CA04,1734628_elbasvir
fluocinolone acetonide and antiinfectives; otic,ATC 5th,S02CA05,1734628_elbasvir
dexamethasone and antiinfectives; otic,ATC 5th,S02CA06,1734628_elbasvir
fludrocortisone and antiinfectives; otic,ATC 5th,S02CA07,1734628_elbasvir
OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,ATC 2nd,S03,1734628_elbasvir
ANTIINFECTIVES,ATC 3rd,S03A,1734628_elbasvir
Antiinfectives,ATC 4th,S03AA,1734628_elbasvir
"antiinfectives, combinations; ophthalmic, otic",ATC 5th,S03AA30,1734628_elbasvir
CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,ATC 3rd,S03C,1734628_elbasvir
Corticosteroids and antiinfectives in combination,ATC 4th,S03CA,1734628_elbasvir
"dexamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA01,1734628_elbasvir
"prednisolone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA02,1734628_elbasvir
"hydrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA04,1734628_elbasvir
"fludrocortisone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA05,1734628_elbasvir
"betamethasone and antiinfectives; ophthalmic, otic",ATC 5th,S03CA06,1734628_elbasvir
indometacin and antiinfectives; ophthalmic,ATC 5th,S01CC02,1734628_elbasvir
grazoprevir; oral,ATC 5th,J05AP11,1734630_grazoprevir
Antivirals for treatment of HCV infections,ATC 4th,J05AP,1734630_grazoprevir
elbasvir and grazoprevir; systemic,ATC 5th,J05AP54,1734630_grazoprevir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1734630_grazoprevir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,1734630_grazoprevir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,1734630_grazoprevir
ixekizumab; parenteral,ATC 5th,L04AC13,1745099_ixekizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1745099_ixekizumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1745099_ixekizumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1745099_ixekizumab
Interleukin inhibitors,ATC 4th,L04AC,1745099_ixekizumab
reslizumab; systemic,ATC 5th,R03DX08,1746889_reslizumab
DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 2nd,R03,1746889_reslizumab
"Adrenergics in combination with corticosteroids or other drugs, excl. anticholinergics",ATC 4th,R03AK,1746889_reslizumab
epinephrine and other drugs for obstructive airway diseases,ATC 5th,R03AK01,1746889_reslizumab
isoprenaline and other drugs for obstructive airway diseases; inhalant,ATC 5th,R03AK02,1746889_reslizumab
OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ATC 3rd,R03D,1746889_reslizumab
Other systemic drugs for obstructive airway diseases,ATC 4th,R03DX,1746889_reslizumab
RESPIRATORY SYSTEM,ATC 1st,R,1746889_reslizumab
obiltoxaximab; parenteral,ATC 5th,J06BC04,1746906_obiltoxaximab
[U] obiltoxaximab; parenteral,ATC 5th,J06BB22,1746906_obiltoxaximab
IMMUNE SERA AND IMMUNOGLOBULINS,ATC 2nd,J06,1746906_obiltoxaximab
IMMUNOGLOBULINS,ATC 3rd,J06B,1746906_obiltoxaximab
Specific immunoglobulins,ATC 4th,J06BB,1746906_obiltoxaximab
Antibacterial monoclonal antibodies,ATC 4th,J06BC,1746906_obiltoxaximab
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1746906_obiltoxaximab
venetoclax; oral,ATC 5th,L01XX52,1747556_venetoclax
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1747556_venetoclax
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1747556_venetoclax
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,1747556_venetoclax
Other antineoplastic agents,ATC 4th,L01XX,1747556_venetoclax
"sodium picosulfate, combinations; oral, topical",ATC 5th,A06AB58,1752_bromelains
mineral salts in combination; oral,ATC 5th,A06AD10,1752_bromelains
"medicinal charcoal, combinations; oral",ATC 5th,A07BA51,1752_bromelains
other intestinal adsorbents - combinations; oral,ATC 5th,A07BC30,1752_bromelains
"Enzyme and acid preparations, combinations",ATC 4th,A09AC,1752_bromelains
pepsin and acid preparations; oral,ATC 5th,A09AC01,1752_bromelains
calcium (different salts in combination); oral,ATC 5th,A12AA20,1752_bromelains
"potassium, combinations; systemic",ATC 5th,A12BA51,1752_bromelains
Iron in other combinations,ATC 4th,B03AE,1752_bromelains
iron in other combinations - various combinations; systemic,ATC 5th,B03AE10,1752_bromelains
VITAMIN B12 AND FOLIC ACID,ATC 3rd,B03B,1752_bromelains
Vitamin B12 (cyanocobalamin and analogues),ATC 4th,B03BA,1752_bromelains
"cyanocobalamin, combinations; systemic",ATC 5th,B03BA51,1752_bromelains
Folic acid and derivatives,ATC 4th,B03BB,1752_bromelains
"folic acid, combinations; systemic",ATC 5th,B03BB51,1752_bromelains
[U] bromelains,ATC 5th,B06AA11,1752_bromelains
"calcium dobesilate, combinations; oral, topical",ATC 5th,C05BX51,1752_bromelains
"rutoside, combinations; systemic",ATC 5th,C05CA51,1752_bromelains
DERMATOLOGICALS,ATC 1st,D,1752_bromelains
PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS,ATC 2nd,D03,1752_bromelains
ENZYMES,ATC 3rd,D03B,1752_bromelains
Proteolytic enzymes,ATC 4th,D03BA,1752_bromelains
"fumaric acid derivatives, combinations; systemic",ATC 5th,D05BX51,1752_bromelains
combinations of sulfonamides; vaginal,ATC 5th,G01AE10,1752_bromelains
combinations of imidazole derivatives; vaginal,ATC 5th,G01AF20,1752_bromelains
combinations of tetracyclines; oral,ATC 5th,J01AA20,1752_bromelains
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,1752_bromelains
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,M09,1752_bromelains
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,M09A,1752_bromelains
Enzymes,ATC 4th,M09AB,1752_bromelains
"trypsin, combinations; oral, topical",ATC 5th,M09AB52,1752_bromelains
"paracetamol, combinations excl. psycholeptics; systemic",ATC 5th,N02BE51,1752_bromelains
"clioquinol, combinations; oral, otic, rectal, topical, transdermal, vaginal",ATC 5th,P01AA52,1752_bromelains
bromelains; topical,ATC 5th,D03BA03,1752_bromelains
bromelains; oral,ATC 5th,M09AB03,1752_bromelains
[U] atezolizumab; parenteral,ATC 5th,L01XC32,1792776_atezolizumab
atezolizumab; parenteral,ATC 5th,L01FF05,1792776_atezolizumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,1792776_atezolizumab
PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,ATC 4th,L01FF,1792776_atezolizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1792776_atezolizumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1792776_atezolizumab
obeticholic acid; oral,ATC 5th,A05AA04,1798288_obeticholic_acid
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1798288_obeticholic_acid
BILE AND LIVER THERAPY,ATC 2nd,A05,1798288_obeticholic_acid
BILE THERAPY,ATC 3rd,A05A,1798288_obeticholic_acid
Bile acids and derivatives,ATC 4th,A05AA,1798288_obeticholic_acid
eteplirsen; parenteral,ATC 5th,M09AX06,1810569_eteplirsen
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,1810569_eteplirsen
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,M09,1810569_eteplirsen
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,M09A,1810569_eteplirsen
Other drugs for disorders of the musculo-skeletal system,ATC 4th,M09AX,1810569_eteplirsen
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1828_busulfan
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1828_busulfan
ALKYLATING AGENTS,ATC 3rd,L01A,1828_busulfan
Alkyl sulfonates,ATC 4th,L01AB,1828_busulfan
busulfan; systemic,ATC 5th,L01AB01,1828_busulfan
belladonna total alkaloids; oral,ATC 5th,A03BA04,18330_arsenic_trioxide
mineral salts in combination; oral,ATC 5th,A06AD10,18330_arsenic_trioxide
"medicinal charcoal, combinations; oral",ATC 5th,A07BA51,18330_arsenic_trioxide
"ephedrine, combinations; oral, rectal",ATC 5th,A08AA56,18330_arsenic_trioxide
calcium (different salts in combination); oral,ATC 5th,A12AA20,18330_arsenic_trioxide
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,18330_arsenic_trioxide
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,18330_arsenic_trioxide
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,18330_arsenic_trioxide
Other antineoplastic agents,ATC 4th,L01XX,18330_arsenic_trioxide
arsenic trioxide; parenteral,ATC 5th,L01XX27,18330_arsenic_trioxide
"lidocaine, combinations; parenteral",ATC 5th,N01BB52,18330_arsenic_trioxide
bezlotoxumab; parenteral,ATC 5th,J06BC03,1855048_bezlotoxumab
[U] bezlotoxumab; parenteral,ATC 5th,J06BB21,1855048_bezlotoxumab
IMMUNE SERA AND IMMUNOGLOBULINS,ATC 2nd,J06,1855048_bezlotoxumab
IMMUNOGLOBULINS,ATC 3rd,J06B,1855048_bezlotoxumab
Specific immunoglobulins,ATC 4th,J06BB,1855048_bezlotoxumab
Antibacterial monoclonal antibodies,ATC 4th,J06BC,1855048_bezlotoxumab
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,1855048_bezlotoxumab
Poly (ADP-ribose) polymerase (PARP) inhibitors,ATC 4th,L01XK,1862579_rucaparib
rucaparib; oral,ATC 5th,L01XK03,1862579_rucaparib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1862579_rucaparib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1862579_rucaparib
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,1862579_rucaparib
nusinersen; systemic,ATC 5th,M09AX07,1863556_nusinersen
MUSCULO-SKELETAL SYSTEM,ATC 1st,M,1863556_nusinersen
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 2nd,M09,1863556_nusinersen
OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,ATC 3rd,M09A,1863556_nusinersen
Other drugs for disorders of the musculo-skeletal system,ATC 4th,M09AX,1863556_nusinersen
brodalumab; systemic,ATC 5th,L04AC12,1872251_brodalumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1872251_brodalumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1872251_brodalumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1872251_brodalumab
Interleukin inhibitors,ATC 4th,L04AC,1872251_brodalumab
telotristat; oral,ATC 5th,A16AX15,1872382_telotristat
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1872382_telotristat
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 2nd,A16,1872382_telotristat
OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,ATC 3rd,A16A,1872382_telotristat
Various alimentary tract and metabolism products,ATC 4th,A16AX,1872382_telotristat
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1873916_ribociclib
ribociclib; oral,ATC 5th,L01EF02,1873916_ribociclib
Cyclin-dependent kinase (CDK) inhibitors,ATC 4th,L01EF,1873916_ribociclib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1873916_ribociclib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1873916_ribociclib
[U] avelumab; parenteral,ATC 5th,L01XC31,1875534_avelumab
avelumab; parenteral,ATC 5th,L01FF04,1875534_avelumab
MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,ATC 3rd,L01F,1875534_avelumab
PD-1/PD-L1 (Programmed cell death protein 1/death ligand 1) inhibitors,ATC 4th,L01FF,1875534_avelumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1875534_avelumab
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1875534_avelumab
Monoclonal antibodies,ATC 4th,L04AG,1876366_ocrelizumab
ocrelizumab; parenteral,ATC 5th,L04AG08,1876366_ocrelizumab
[U] ocrelizumab; parenteral,ATC 5th,L04AA36,1876366_ocrelizumab
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1876366_ocrelizumab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,1876366_ocrelizumab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,1876366_ocrelizumab
Selective immunosuppressants,ATC 4th,L04AA,1876366_ocrelizumab
dupilumab; topical,ATC 5th,D11AH05,1876376_dupilumab
DERMATOLOGICALS,ATC 1st,D,1876376_dupilumab
OTHER DERMATOLOGICAL PREPARATIONS,ATC 2nd,D11,1876376_dupilumab
OTHER DERMATOLOGICAL PREPARATIONS,ATC 3rd,D11A,1876376_dupilumab
"Agents for dermatitis, excluding corticosteroids",ATC 4th,D11AH,1876376_dupilumab
calcifediol; oral,ATC 5th,H05BX05,1889_calcifediol
ALIMENTARY TRACT AND METABOLISM,ATC 1st,A,1889_calcifediol
VITAMINS,ATC 2nd,A11,1889_calcifediol
"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",ATC 3rd,A11C,1889_calcifediol
Vitamin D and analogues,ATC 4th,A11CC,1889_calcifediol
calcifediol; oral,ATC 5th,A11CC06,1889_calcifediol
vitamin d and analogues - combinations,ATC 5th,A11CC20,1889_calcifediol
"SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",ATC 1st,H,1889_calcifediol
CALCIUM HOMEOSTASIS,ATC 2nd,H05,1889_calcifediol
ANTI-PARATHYROID AGENTS,ATC 3rd,H05B,1889_calcifediol
Other anti-parathyroid agents,ATC 4th,H05BX,1889_calcifediol
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,190521_abacavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,190521_abacavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,190521_abacavir
Nucleoside and nucleotide reverse transcriptase inhibitors,ATC 4th,J05AF,190521_abacavir
abacavir; oral,ATC 5th,J05AF06,190521_abacavir
"Antivirals for treatment of HIV infections, combinations",ATC 4th,J05AR,190521_abacavir
lamivudine and abacavir; oral,ATC 5th,J05AR02,190521_abacavir
"zidovudine, lamivudine and abacavir; systemic",ATC 5th,J05AR04,190521_abacavir
"lamivudine, abacavir and dolutegravir; systemic",ATC 5th,J05AR13,190521_abacavir
ANTIINFECTIVES FOR SYSTEMIC USE,ATC 1st,J,190548_tipranavir
ANTIVIRALS FOR SYSTEMIC USE,ATC 2nd,J05,190548_tipranavir
DIRECT ACTING ANTIVIRALS,ATC 3rd,J05A,190548_tipranavir
Protease inhibitors,ATC 4th,J05AE,190548_tipranavir
tipranavir; oral,ATC 5th,J05AE09,190548_tipranavir
valbenazine; oral,ATC 5th,N07XX13,1918219_valbenazine
NERVOUS SYSTEM,ATC 1st,N,1918219_valbenazine
OTHER NERVOUS SYSTEM DRUGS,ATC 2nd,N07,1918219_valbenazine
OTHER NERVOUS SYSTEM DRUGS,ATC 3rd,N07X,1918219_valbenazine
Other nervous system drugs,ATC 4th,N07XX,1918219_valbenazine
Poly (ADP-ribose) polymerase (PARP) inhibitors,ATC 4th,L01XK,1918231_niraparib
niraparib; oral,ATC 5th,L01XK02,1918231_niraparib
niraparib and abiraterone; oral,ATC 5th,L01XK52,1918231_niraparib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1918231_niraparib
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1918231_niraparib
OTHER ANTINEOPLASTIC AGENTS,ATC 3rd,L01X,1918231_niraparib
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,191831_infliximab
IMMUNOSUPPRESSANTS,ATC 2nd,L04,191831_infliximab
IMMUNOSUPPRESSANTS,ATC 3rd,L04A,191831_infliximab
Tumor necrosis factor alpha (TNF-a) inhibitors,ATC 4th,L04AB,191831_infliximab
infliximab; parenteral,ATC 5th,L04AB02,191831_infliximab
PROTEIN KINASE INHIBITORS,ATC 3rd,L01E,1919083_midostaurin
midostaurin; oral,ATC 5th,L01EX10,1919083_midostaurin
Other protein kinase inhibitors,ATC 4th,L01EX,1919083_midostaurin
ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ATC 1st,L,1919083_midostaurin
ANTINEOPLASTIC AGENTS,ATC 2nd,L01,1919083_midostaurin
durvalumab; parenteral,ATC 5th,L01FF03,1919503_durvalumab
